SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
08278-DDC-1700,9,SINCLAIR OIL,BOX 1677,ENGLEWOOD-ARAPAHO,CO,80150,7,8/27/88,2009 W 2ND ST/HUMISTON SERVICE,GRAND ISLAND,HALL,GASOLINE,2981,SINCLAIR OIL CORP.
110394-PH-1240,9,SINCLAIR OIL,,,,,7,12/20/94,102 MAIN ST,LOUISVILLE,CASS,GAS AND DIESEL,1747,SINCLAIR STATION
033114-KM-1455,T,SITEL CORPORATION,7720 CROWN POINT AVE,OMAHA,NE,68134,6,3/31/14,7720 CROWN POINT AVE,OMAHA,DOUGLAS,DIESEL FUEL,,SITEL CORPORATION
012114-NM-1005,T,SKAGWAY DISCOUNT STORE,PO BOX 1647,GRAND ISLAND,NE,68802,7,12/12/13,1607 S LOCUST ST,GRAND ISLAND,HALL,GASOLINE,11952,SKAGWAY (SOUTH)
112398-GW-1718,T,SKY HARBOR AIR SERVICE,MCGRATH NORTH MULLIN,OMAHA,NE,68102,7,6/12/98,FORMER BLDG 4116 & 4101 EPPLEY,OMAHA,DOUGLAS,"JET FUEL A, AVIATION GASOLINE",,SKY HARBOR NORTH FUEL FS2
12199-DDB-1600,9,SLAMA OIL,404 NEMAHA STREET,HUMBOLDT,NE,68376,7,10/30/89,BULK PLANT,HUMBOLDT,RICHARDSON,GASOLINE/DIESEL,2690,SLAMA OIL
062712-NH-1130,9,SMITH FARM SERVICES,701 S 4TH ST,PENDER,NE,68047,7,6/26/12,701 S 4TH ST,PENDER,THURSTON,"GASOLINE, DIESEL",6159,SMITHS FARM SERVICE
041614-MP-0914,1,SMITHS STANDARD SERVICE,701 S 4TH ST,PENDER,NE,68047,7,3/28/14,1504 HWY 77,ROSALIE,THURSTON,"GASOLINE, DIESEL, WASTE OIL",6091,JIFFY JUNCTION
092294-ML-1130,9,SOLL OIL CO,"S MAIN ST, BOX 9",BANCROFT,NE,68004,7,10/25/93,819 S MAIN ST,BANCROFT,CUMING,GASOLINE & DIESEL,3601,SOLL OIL CO
09100-JHB-1300,9,SOUTH MAIN STREET,,,,,7,6/12/90,S MAIN ST,CLEARWATER,ANTELOPE,GASOLINE?,,
071693-TH-1046,T,SOUTH SIDE SERVICE,1004 14TH ST,AUBURN,NE,68305,7,6/2/93,2002 O STREET,AUBURN,NEMAHA,GASOLINE,3622,SOUTH SIDE SERVICE
111894-GW-1045,2,SOUTH SIOUX CITY AMOCO,,,,,7,3/14/92,2620 DAKOTA AVE,SOUTH SIOUX CITY,DAKOTA,GASOLINE WASTE OIL,513,SOUTH SIOUX AMOCO
041408-ML-1223,T,SOUTH YANKTON SHOP EZ,89823 HWY 81,SOUTH YANKTON,NE,68105,7,4/9/08,HWY 81 & YANKTON BRIDGE,CROFTON,CEDAR,DIESEL,914,SOUTH YANKTON SHOP EZ
041213-NH-1430,T,SOUTHWEST TIRE CO,16824 H CIR,OMAHA,NE,68135,7,4/11/13,13736 Q ST,OMAHA,DOUGLAS,GASOLINE,1494,SOUTHWEST TIRE CO
110994-GW-1130,2,SOUTHWICK OIL INC,927 H ST,FAIRBURY,NE,68352,7,11/1/94,1402 C ST,FAIRBURY,JEFFERSON,GASOLINE,1019,SOUTHWICK SERVICE STATION
110994-GW-1200,2,SOUTHWICK OIL INC,927 H ST,FAIRBURY,NE,68352,6,11/1/94,4TH ST NEAR RR TRACKS,FAIRBURY,JEFFERSON,,1018,SOUTHWICK OIL BULK PLANT
061694-TH-0945,9,SPAULDING & SPAULDING,8204 HARRISON,RALSTON,NE,68127,13,11/30/93,8204 HARRISON ST,RALSTON,DOUGLAS,GASOLINE,7454,SUPER STORE
021292-CT-1150,3,STAN ALLEN MOTORS,1111 'M' ST,AURORA,NE,68818,7,12/26/91,1111 'M' ST,AURORA,HAMILTON,GASOLINE,3375,STAN ALLEN MOTORS INC
041493-DB-0831,9,STAPLEHURST OIL CO,PO BOX 154,STAPLEHURST,NE,68439,7,4/14/93,E EDGE OF TOWN ON MAIN ST,STAPLEHURST,SEWARD,GASOLINE & DIESEL,5181,STAPLEHURST OIL CO
081798-GW-0910,T,STATE OF NEBRASKA-DAS,521 S 14TH STE 500,LINCOLN,NE,68508,7,8/17/98,301 CENT MALL SOUTH LOAD DOCK,LINCOLN,LANCASTER,DIESEL,5108,STATE OFFICE BLDG LOAD DK
102692-CT-1026,2,STAY-LO OIL CO,5642 CENTER ST,OMAHA,NE,68106,7,9/18/92,"5642 CENTER ST, 60TH & CENTER",OMAHA,DOUGLAS,GASOLINE,4076,JED OIL
082593-RM-1440,2,STEVES CORNER 66 SERVICE,PO BOX 578,HARTINGTON,NE,68738,7,8/25/93,502 W FRANKLIN,HARTINGTON,CEDAR,GASOLINE,6759,STEVES CORNER 66 SERVICE
071693-NM-0910,2,STOCKMENS SUPER SERVICE,4102 DAHLMAN AVE,OMAHA,NE,68107,7,5/7/91,4102 DAHLMAN AVE,OMAHA,DOUGLAS,GASOLINE WASTE OIL,6397,STOCKMENS SUPER SERVICE
02190-JHB-0838,2,STOLLS PHILLIPS 66,3824 FARNAM,OMAHA,NE,68131,7,8/24/89,3824 FARNAM,OMAHA,DOUGLAS,GASOLINE,2444,STOLLS 66
120594-NM-1239,T,SUPER SUDS AUTO SPA,704 S 4TH ST,NORFOLK,NE,68701,7,5/13/94,700 S 13TH ST,NORFOLK,MADISON,GASOLINE,4118,SUPER SUDS AUTO SPA
021798-GW-0938,3,SUPERIOR REPAIR SERVICE,4315 S 79TH ST,OMAHA,NE,68127,7,11/4/97,4306 S 79TH ST,OMAHA,DOUGLAS,WASTE OIL,6946,SUPERIOR REPAIR SERVICE
013192-NM-1331,9,SUPERIOR TIRE,1210 HIGHLAND DR,SUPERIOR,NE,68978,7,11/15/91,212 N. COMMERCIAL ST.,SUPERIOR,NUCKOLLS,GASOLINE DIESEL,6422,SUPERIOR TIRE
012594-NH-1515,3,SWAILS AMOCO,210 S 13TH ST,GENEVA,NE,68361,7,1/12/90,210 S 13TH ST,GENEVA,FILLMORE,GASOLINE,7479,SWAIL'S STANDARD SERVICE
020615-JB-1335,1,SWIFT TRANSPORT,PO BOX 29243,PHOENIX,AZ,85038,7,2/6/15,8033 W HOLLING RD,WOOD RIVER,HALL,DIESEL FUEL,,TA GRAND ISLAND WEST
110614-SM-1949,1,TERRA RENEWAL,15797 E ST HWY 155,DANDAVELLE,AR,72834,1,11/6/14,2305 E HWY 33,CRETE,SALINE,DIESEL FUEL,,NESTLE PURINA/TERRA RENEW
110698-CT-1530,2,TERRY PETERSEN,PO BOX 43,DUNBAR,NE,68346,7,11/4/98,207 N 1ST ST,DUNBAR,OTOE,GASOLINE,6290,B & K HANDY STOP
062300-GW-1248,2,TEXACO,PO BOX 1404 RM 3534,HOUSTON,TX,77210,7,2/17/00,4000 A ST,LINCOLN,LANCASTER,WASTE OIL,3923,ERNIES TOTAL
10038-ZEH-0930,9,TEXACO 84 & CENTER,PO BOX 1650-14TOD,TULSA,OK,74102,7,10/3/88,8319 WEST CENTER RD,OMAHA,DOUGLAS,GASOLINE,7735,TEXACO 84 & CENTER
012496-NM-0911,T,TEXACO REFINING & MARKET,1437 S. BOULDER,TULSA,OK,74119,7,11/29/95,4151 HARRISON ST,BELLEVUE,SARPY,GASOLINE,694,TEXACO STATION
082796-QK-1500,T,TEXACO REFINING & MARKET,1437 SOUTH BOULDER,TULSA,OK,74119,7,8/22/96,101 CEDARDALE RD,PAPILLION,SARPY,GASOLINE,695,TEXACO STATION
020700-GW-1600,2,THE ALDERSON GROUP,216 ENTERPR DR STE 4,GRETNA,NE,68028,7,2/7/00,14512 HWY 50,SPRINGFIELD,SARPY,GASOLINE,6365,SHORT STOP
04300-MAL-1100,2,THE CAMP RESTAURANT,HIGHWAY 4,HUMBOLDT,NE,68376,7,4/13/90,HIGHWAY 4,HUMBOLDT,RICHARDSON,GASOLINE,8261,THE CAMP RESTAURANT
112098-GW-1615,T,THE LOG CABIN,4012 RODEO RD,NORTH PLATTE,NE,69101,6,11/20/98,4012 RODEO RD (HWY 30),NORTH PLATTE,LINCOLN,GASOLINE,,THE LOG CABIN
033195-CT-1600,2,THEIS SERVICE CENTER,919 HOLLAND DR,HASTINGS,NE,68901,7,11/11/94,2219 W 2ND ST,GRAND ISLAND,HALL,GASOLINE,431,THEIS SERVICE STATION INC
070214-TH-1340,T,THELEN GRAIN CO,6313 2 145TH ST,OVERLAND PAKR,KS,66223,7,4/23/14,N HWY 11,WOOD RIVER,HALL,DIESEL,7621,THELEN GRAIN CO
032294-GW-1130,9,THERMO KING,7514 F ST,OMAHA,NE,68127,7,11/2/90,7514 F ST,OMAHA,DOUGLAS,DIESEL,2452,THERMO KING
08137-BHI-1550,9,THOMSEN FUELS,614 HIGHWAY 30,GIBBON,NE,68840,7,8/13/87,E HIGHWAY 30  614,GIBBON,BUFFALO,GASOLINE AND DIESEL,4180,THOMSEN FUELS
01170-DWT-1000,2,TILTON OIL COMPANY,,MAGNET,NE,68749,7,10/20/89,MAIN & CEDAR,MAGNET,CEDAR,GAS DIESEL,5284,TILTON OIL CO
072591-DB-1525,2,TINYS MINI MART,PO BOX 233,NEHAWKA,NE,68413,7,7/25/91,HIGHWAY 75 MCKELVIE ROAD,MURRAY,CASS,GASOLINE,8378,TINYS MINI MART
102698-TH-1007,9,TIRES INC,4178 L ST,OMAHA,NE,68107,7,7/6/98,519 FORT CROOK RD NORTH,BELLEVUE,SARPY,WASTE OIL,3780,TIRES INC
102698-TH-1115,2,TIRES INC,4178 L ST,OMAHA,NE,68107,7,7/28/98,4178 L ST,OMAHA,DOUGLAS,WASTE OIL,3778,TIRES INC
041195-GW-0935,2,TOBYS CONVENIENCE,601 S 13TH ST,OMAHA,NE,68102,7,11/4/93,601 S 13TH ST (13TH & JACKSON),OMAHA,DOUGLAS,GASOLINE,3439,TOBYS CONVENINCE STORE
12149-DWT-1200,9,TOMLINSON REPAIR,1115 CUSTER,ST PAUL,NE,68873,7,7/6/89,217 2ND ST,ST PAUL,HOWARD,GAS,3393,TOMLINSON REPAIR
03160-MAL-1500,9,TOTAL PETROLEUM INC,P.O. BOX 500,DENVER,CO,80201,7,9/2/89,709 FT CROOK RD,BELLEVUE,DOUGLAS,GASOLINE,2875,TOTAL PETROLEUM INC
07110-KAM-1440,T,TOTAL PETROLEUM INC,PO BOX 500,DENVER,CO,80201,7,7/10/90,1014 S 72ND & PACIFIC,OMAHA,DOUGLAS,GASOLINE,2882,VICKERS 2400
053191-DH-1600,9,TOWN & COUNTRY MARKETS,BOX 17087,WICHITA,KS,67217,7,4/10/91,2431 FARNAM ST,OMAHA,DOUGLAS,GASOLINE,4464,TOWN & COUNTRY MARKETS
041814-KM-1330,T,TRANS AUTHORITY OF OMAHA,2222 CUMING ST,OMAHA,NE,68102,7,4/18/14,2222 CUMING ST,OMAHA,DOUGLAS,DIESEL FUEL,2415,TRANSIT AUTHORITY / OMAHA
111212-KM-1515,T,TRANS AUTHORITY OF OMAHA,2222 CUMING ST,OMAHA,NE,68102,7,10/3/12,2222 CUMING ST,OMAHA,DOUGLAS,AUTOMATIC TRANSMISSION FLUD,2415,TRANS AUTHORITY OF OMAHA
06084-TRM-1000,3,TRANS CON,5700 S. EASTERN AVE.,LOS ANGELES,CA,90040,7,5/1/84,5902 N 16 ST,OMAHA,DOUGLAS,DIESEL,5,TRANSCON FREIGHT LINES
12089-KSA-1015,2,TRANSPORTATION LEASING CO,1850 N CENTRAL,PHOENIX,AZ,85004,7,9/6/89,2116 LEAVENWORTH,OMAHA,DOUGLAS,GASOLINE,8145,GREYHOUND MAINTENANCE FAC
100412-NH-1520,T,TRAVEL CENTERS OF AMERICA,8033 W HOLLING RD,WOOD RIVER,NE,68883,7,10/4/12,8033 W HOLLING RD,WOOD RIVER,HALL,UNKNOWN - DIESEL,1137,TRAVEL CENTERS OF AMERICA
031196-GW-0845,2,"TREMOR, JOSEPH",,,,,7,3/1/96,902 EAST B STREET,MC COOK,RED WILLOW,DIESEL,11439,SW MOBILE HOMES TANK SITE
01290-DDB-1100,9,TRI VALLEY COOP,323 WILLARD AVE,GENOA,NE,68640,7,9/5/89,323 WILLARD AVE,GENOA,NANCE,DIESEL,6016,COOP-GENOA
061997-GY-1010,T,TRIPLE D SERVICE,PO BOX 481,CAMBRIDGE,NE,69022,7,6/19/97,1115 NASBY,CAMBRIDGE,FURNAS,GASOLINE AND DIESEL,5907,TRIPLE D SERVICE
110993-CT-1405,2,TRIPLE W ENTERPRISES,1052 WASHINGTON ST,BLAIR,NE,68008,7,11/8/93,1052 WASHINGTON ST,BLAIR,WASHINGTON,GASOLINE,2032,WULFS EZ SHOP MINI MART
090691-JB-1500,T,TROTTER INC,BOX 158,ARCADIA,NE,68815,7,9/6/91,BOX 66 HWY 2,MASON CITY,CUSTER,GASOLINE & DIESEL,1618,HURT'S SERVICE STATION
010899-CT-1250,9,TROTTER OIL,PO BOX 158,ARCADIA,NE,10/25/16,7,10/25/98,147 N 5TH ST,BROKEN BOW,CUSTER,GAS & DIESEL,8374,TROTTER OIL
120810-TH-0955,9,TROTTERS WHOA & GO EXPRES,PO BOX 158,ARCADIA,NE,68815,7,11/10/10,607 SOUTH E ST,BROKEN BOW,CUSTER,"GASOLINE, DIESEL",6739,TROTTERS WHOA & GO EXPRES
122198-CT-1610,9,TURPS AUTOMOTIVE,101 CLARK ST,BASSETT,NE,68714,7,8/17/98,101 CLARK ST,BASSETT,ROCK,DIESEL,1180,TURPS AUTOMOTIVE
101106-JB-1410,T,TWIN VALLEYS PUBLIC POWER,PO BOX 160,CAMBRIDGE,NE,69022,7,10/11/06,1145 NASBY  ST,CAMBRIDGE,FURNAS,"GASOLINE, DIESEL",3061,TWIN VALLEYS PUBLIC POWER
031710-JF-0000,9,U PULL IT AUTO & TRUCK,5705 S 60TH ST,OMAHA,NE,68117,1,,1405 GRACE,OMAHA,DOUGLAS,WASTE OIL,,U PULL IT AUTO & TRUCK
071693-NM-0855,2,U S WEST COMMUNICATIONS,925 HGIH ST #10,DES MOINES,IA,50309,7,3/29/91,100 CEDAR ST,BELLEVUE,SARPY,DIESEL,5566,US WEST COMMUNICATIONS
101598-NM-0850,T,UNION COLLEGE,3800 S 48TH ST,LINCOLN,NE,68506,14,10/14/98,"3800 S 48TH, PARKING LOT EAST",LINCOLN,LANCASTER,#4 OIL-HEATING OIL TANKS,8732,UNION COLLEGE COOL TWR 4
11099-DWT-1300,9,UNITED AG COOP,7401 F ST,OMAHA,NE,68127,7,7/14/89,4228 S 72 ST,OMAHA,DOUGLAS,"DIESEL,GAS,WASTE&MOTOROIL",4310,UNITED AG COOP
122298-TH-0943,T,UNITED AIRLINES,BOX 66100,CHICAGO,IL,60666,7,5/19/98,SOUTH TERMINAL DRIVE,OMAHA,DOUGLAS,WASTE OIL,5360,UNITED AIRLINES
02246-BHI-1316,2,UNITED COOP INC,127 A ST,HAMPTON,NE,68843,6,2/20/86,N EDGE OF TOWN,POLK,POLK,REGULAR GASOLINE,,UNITED COOP IN
072197-CT-1535,9,UNITED COOP INC,211 A ST,HAMPTON,NE,68843,7,6/1/89,211 A ST,HAMPTON,HAMILTON,UNLEADED AND DIESEL,8350,UNITED CO-OP INC
111798-GW-0830,T,UNIV OF NEBR FAC MGT,1901 Y ST,LINCOLN,NE,68588,7,11/16/98,1800 N 33RD,LINCOLN,LANCASTER,DIESEL,5072,NE TELECOMMUNICATIONS
050801-GW-1515,9,UNIVERSAL MOTOR FUELS,PO BOX 2920,WICHITA,KS,67201,7,5/7/01,1301 COURTHOUSE AVE,AUBURN,NEMAHA,GASOLINE,3879,UNIVERSAL SERVICE STATION
101603-TH-0830,2,UNIVERSAL STEERING,7868 F ST,OMAHA,NE,68127,7,9/24/03,7868 F ST,OMAHA,DOUGLAS,,12237,UNIVERSAL STEERING
110498-NM-1310,T,UNIVERSITY OF NEBRASKA,1700 Y ST,LINCOLN,NE,68588,14,11/3/98,3940 FAIR ST (ANIMAL RES),LINCOLN,LANCASTER,DIESEL,5073,ANIMAL RESEARCH FACILITY
110698-GW-0830,T,UNIVERSITY OF NEBRASKA,1901 Y ST,LINCOLN,NE,68588,7,11/5/98,1101 T ST (S OF STADIUM),LINCOLN,LANCASTER,DIESEL #2,11742,MANTER HALL UN-L
060892-DT-0800,3,UNKNOWN,,,,,9,,1903 S 9TH ST (AMTRAK DEPOT),OMAHA,DOUGLAS,DIESEL,,AMTRAK STATION
120997-NM-0930,2,UNKNOWN,,,,,7,4/21/95,502 14TH ST,FAIRBURY,JEFFERSON,UNKNOWN PETROLEUM (?),10511,ORPHAN UST - JOEL AUSTIN
061311-JF-1000,2,UNKNOWN,17500 WILLIAM ST,MARTELL,NE,68404,7,6/13/11,17500 WILLIAM ST,MARTELL,LANCASTER,PETROLEUM,,UNK-MARTELL
05080-KAM-1400,9,UNKNOWN,257 CENTRAL,SUPERIOR,NE,68978,7,12/4/89,257 CENTRAL (SW CNR 3RD & CENT,SUPERIOR,NUCKOLLS,GASOLINE & WASTE OIL,9324,UNK (HAROLDS CONOCO)
10059-KAM-0900,2,UNKNOWN,LIVINGSTON,FILLEY,NE,,7,8/14/89,LIVINGSTON STREET,FILLEY,GAGE,UNK(PROBABLY GASOLINE),10628,OLD FORD GARAGE
051994-GW-1545,2,UNKNOWN,,,,,7,1/5/94,13TH ST & 28TH AVE NW CRNR,COLUMBUS,PLATTE,NOT CERTAIN POS GAS & OTHERS,11254,GOTTBERG BLDG TANK SITE
06029-DDB-1500,9,UNKNOWN,,,,,7,3/23/89,147 NORTH 5TH STREET,BROKEN BOW,CUSTER,GASOLINE & DIESE,8374,UNK 147 N 5TH BROKEN BOW
08249-KSA-1100,2,UNKNOWN,,,,,7,7/27/89,LOT 8 BLOCK 20,BEATRICE,GAGE,GASOLINE,8029,UNK BRAMLAGE PROPERTY
05129-JHB-1030,2,UNKNOWN,,,,,7,4/25/89,NE CORNER HWY14 & CEDAR ST,AURORA,HAMILTON,DIESEL FUEL,4609,DAVIS OK TIRE STORE TNK
04298-BHI-1100,9,UNKNOWN,,,,,7,,,CRAWFORD,DAWES,,,ROBERTS WELL
062904-DB-1100,2,UNKNOWN,,,,,7,5/13/04,"NE CORNER, 14TH & W STREETS",LINCOLN,LANCASTER,GASOLINE & DIESEL RANGE PETROL,12314,14TH & W STREETS PARKING
043014-BG-1600,2,UNKNOWN,,,,,7,4/30/14,108 MAIN ST,CHADRON,DAWES,GASOLINE,,COLLEEN HARVEY TANK SITE
111402-GW-0817,9,UNKNOWN,,,,,6,7/16/02,"7TH AVE, N OF RR TRKS, E SIDE",BROKEN BOW,CUSTER,GASOLINE AND DIESEL,,FORMER BROKEN BOW OIL CO
080405-TH-1135,9,UNKNOWN,,,,,7,7/6/05,28544 W HWY 275,VALLEY,DOUGLAS,"GASOLINE, DIESEL",8350,CHARLIES T'S SPORTS BAR &
021693-TH-1143,2,UNKNOWN,,,,,7,12/17/92,1901 Y STREET,LINCOLN,LANCASTER,GASOLINE AND WASTE OIL,4567,COMMONWEALTH ELECTRIC
080504-NH-1030,9,UNKNOWN,,,,,,,SPUR 93A & I-80,HENDERSON,YORK,GASOLINE,4101,FORMER STANDARD OIL CO
041096-KM-0900,2,UNKNOWN,7602 PACIFIC,OMAHA,NE,68114,6,1/2/96,4400 NO 30TH,OMAHA,DOUGLAS,"PETROLEUM,ARSENIC,BENZO",,OBECO TRUCK EQUIPMENT CO
081194-NH-0800,9,UNKNOWN,,,,,,8/11/94,,MITCHELL,SCOTTSBLUFF,DIESEL,,MITCHELL ELEVATOR CONT
041108-DB-1412,2,UNKNOWN,,,,,6,,17TH & R STS,LINCOLN,LANCASTER,GASOLINE & DIESEL,,UN-L STUDENT HOUSING
06080-DDB-1400,2,UNKNOWN,,,,,7,5/22/90,10 & DEER PARK RD,OMAHA,DOUGLAS,GASOLINE,3752,BRICK BIRD BLDG TANK SITE
08257-DBH-1930,2,UNKNOWN,,,,,7,8/27/87,"108 & L ST, NE CORNER",OMAHA,DOUGLAS,GASOLINE,,OMAHA TRUCK PLAZA
08240-MAL-0800,2,UNKNOWN,,,,,14,8/24/90,11300 NORTH POST ROAD,OMAHA,DOUGLAS,FUEL OIL,8608,PONCA ELEM SCHOOL
10185-MBS-1000,2,UNKNOWN,,,,,7,10/2/85,"12 & R, SW CORNER",LINCOLN,LANCASTER,PETROLEUM POLLUTANT,,LIED CENTER TANK SITE
07240-EPP-0900,9,UNKNOWN,,,,,13,5/10/90,13525 MILLARD AVE,OMAHA,DOUGLAS,GASOLINE,7780,BIG RED MINI MART
11238-BHI-1000,2,UNKNOWN,,,,,7,9/30/88,158 & WEST DODGE,OMAHA,DOUGLAS,GASOLINE,,CHARLES GRANT SVC STATION
10120-NAH-1330,2,UNKNOWN,,,,,14,6/14/90,2115 BURDETTE ST,OMAHA,DOUGLAS,#2 FUEL OIL,8589,CONESTOGA ELEM SCHOOL
101691-MF-0806,2,UNKNOWN,,,,,7,10/10/91,"27 & VINE, SW CORNER",LINCOLN,LANCASTER,GASOLINE,,CONTINENTAL OIL TANK SITE
11308-DDB-1600,2,UNKNOWN,,,,,7,,131 N ST JOSEPH AVE,HASTINGS,ADAMS,GASOLINE,7944,STANDARD OIL STATION
11207-DBH-1130,2,UNKNOWN,,,,,13,11/20/87,4002 DODGE,OMAHA,DOUGLAS,GASOLINE,4367,"UNK, 4002 DODGE"
011691-KM-0900,2,UNKNOWN,,,,,7,11/24/89,42 & CENTER ST,OMAHA,DOUGLAS,GASOLINE &/OR FUEL OIL,8214,CENTER MALL
07250-EPP-1100,2,UNKNOWN,,,,,7,5/11/90,48 & BALDWIN,LINCOLN,LANCASTER,GASOLENE,2836,WILLIAMS NON POINT SOURCE
05259-SMS-1430,2,UNKNOWN,,,,,7,4/30/89,NW CRNR 48 & LEIGHTON,LINCOLN,LANCASTER,GASOLINE,,TREASURE CITY STATION
04300-MAL-1000,2,UNKNOWN,,,,,7,1/22/90,5600 BALLARD AVE,LINCOLN,LANCASTER,GASOLINE,8229,ALL ROADS BARRICADES TANK
010791-SM-1400,2,UNKNOWN,,,,,7,12/18/90,601 WEST CORNHUSKER HWY,LINCOLN,LANCASTER,UNKNOWN HYDROCARBON ODOR,1797,SMITH-KLINE BEECHAM
08159-JHB-1100,2,UNKNOWN,,,,,7,8/11/89,813 JONES ST,OMAHA,DOUGLAS,GASOLINE,8206,COLONIAL PRESS INC
07010-EPP-1000,2,UNKNOWN,,,,,7,5/11/90,"9&P, SW CORNER",LINCOLN,LANCASTER,PROBABLE DIESEL/FUEL OIL,11370,LINCOLN HILTON TANK SITE
08286-CCC-1030,3,UNKNOWN,,,,,7,8/28/86,3RD & BEECH ST,CERESCO,SAUNDERS,GASOLINE,,APARTMENT NON POINT SOURC
06260-KSA-1145,9,UNKNOWN,,,,,7,5/16/90,HWY 275 & PINE,VALLEY,DOUGLAS,UNKNOWN,,FORMER SERVICE STATION
04158-DBH-1430,2,UNKNOWN,,,,,13,,UNK,CLARKS,MERRICK,GASOLINE IN MUN. WELL,,CLARKS MUNICIPAL WELL
010312-TH-1315,2,UNKNOWN,,,,,7,4/19/11,4443 S 84TH ST,OMAHA,DOUGLAS,UNKNOWN PETROLEUM,,KUM & GO #366 TANK SITE
011095-GW-1430,2,UNKNOWN,,,,,7,9/15/94,110 EAST 3RD ST,MADISON,MADISON,UNK,11257,MADISON CREAMERY
011300-DB-1125,2,UNKNOWN,,,,,7,1/12/00,2000 DAKOTA AVE,SOUTH SIOUX CITY,DAKOTA,GASOLINE,7004,ORPHAN UST DAKOTA ST BANK
011508-TH-0735,,UNKNOWN,,,,,,,,,,,,
011900-DB-0805,2,UNKNOWN,,,,,7,1/13/00,NW CORNER OF 27TH & VINE,LINCOLN,LANCASTER,GASOLINE,,U-SAVE OIL COMPANY
011900-NM-0940,2,UNKNOWN,,,,,7,11/22/99,501 N 17TH ST,OMAHA,DOUGLAS,"GASOLINE, DIESEL, OTHER",,501 BLDG CONTAMIN SITE
012797-TH-1010,9,UNKNOWN,,,,,7,4/16/93,405 BROADWAY,FULLERTON,NANCE,UNKNOWN,3471,FULLERTON NAT BANK
012993-DB-1030,2,UNKNOWN,,,,,7,1/29/93,609 S 13 ST,NORFOLK,MADISON,GASOLINE,9392,MOBIL STATION
020112-TH-1015,1,UNKNOWN,,,,,7,10/27/11,7281 US HWY 75,FORT CALHOUN,WASHINGTON,DIESEL,11515,FT CALHOUN WEST QUARRY
020293-NM-0800,9,UNKNOWN,,,,,7,12/20/91,JNCT STATESPUR # & HWY 34,UTICA,SEWARD,GASOLINE,2039,LONG MOTOR GARAGE
020395-NM-1130,2,UNKNOWN,,,,,7,2/3/95,HWY 136 - MAIN INTERSECTION,FILLEY,GAGE,UNKNOWN,,UNKNOWN - HWY 136 & MAIN
021095-TH-1304,2,UNKNOWN,,,,,7,1/17/95,9737 'I' STREET,OMAHA,DOUGLAS,GASOLINE,11299,INLAND TRUCK PARTS CO
02136-WCS-1330,2,UNKNOWN,,,,,7,2/13/86,2101 G ST,LINCOLN,LANCASTER,STODDARD 140,,GLOBE QUALITY CLEANERS
021512-DB-1300,2,UNKNOWN,,,,,15,2/2/12,"LEVEE, 16TH & IDA, N OF READ",OMAHA,DOUGLAS,PETROLEUM,,"OMAHA LEVEE, 16TH & IDA"
022591-KM-0900,2,UNKNOWN,,,,,7,11/13/89,3054 Q ST,OMAHA,DOUGLAS,GASOLINE,8215,CRETE CARRIER CORP
022601-GW-1145,2,UNKNOWN,,,,,7,1/25/01,"48TH & DODGE, NE CORNER",OMAHA,DOUGLAS,PETROLEUM,11955,HAROLDS 66 SERVICE
02279-BHI-1130,9,UNKNOWN,,,,,7,2/22/89,4400 N 70 ST,LINCOLN,LANCASTER,GASOLINE,2592,SAVE-A-MORE STATION
022813-QK-1515,9,UNKNOWN,,,,,7,2/28/13,2ND & CEDAR STS,LAUREL,CEDAR,GASOLINE,11058,HOME OIL COMPANY (FORMER)
03020-DWT-1030,9,UNKNOWN,,,NE,,13,,WALTON,WALTON,LANCASTER,BENZENE,,WALTON GARAGE TANK SITE
030295-GW-0800,2,UNKNOWN,,,,,7,10/28/93,3909 S 42ND ST,OMAHA,DOUGLAS,GASOLINE,6177,PEFFERONIS PIZZA
030413-NM-1005,2,UNKNOWN,,,,,7,11/28/12,44098 HWY 2,BROKEN BOW,CUSTER,GASOLINE,,CUSTER CO IMPL CONT SITE
030602-DB-1400,2,UNKNOWN,,,,,14,3/6/02,"N SIDE Q ST, BETW 12TH & 13TH",LINCOLN,LANCASTER,DIESEL HEATING OIL,12069,Q ST ART GARDEN TANK SITE
030602-NH-1520,2,UNKNOWN,,,,,7,1/18/02,"BLDG 4501, FAIRCHILD CT",OMAHA,DOUGLAS,GASOLINE,,EPPLEY AIRFLD BLDG 4501
030805-NM-1302,9,UNKNOWN,,,,,7,2/12/05,I-80 INTERCHANGE - SW CORNER,GREENWOOD,CASS,DIESEL/GASOLINE,,FANTSAY LAND BOOK STORE
030806-DM-1338,2,UNKNOWN,,,,,6,2/14/06,W HWY 20,ORCHARD,ANTELOPE,"DIESEL, GASOLINE",,MEYER TANK WAGON & TRUCK
03090-DWT-0730,2,UNKNOWN,,,,,7,9/14/89,1504 HARNEY ST,OMAHA,DOUGLAS,GAS/DIESEL,8173,REDICK HOTEL TANK SITE
031511-TH-0850,2,UNKNOWN,,,,,7,1/28/11,344 MAIN ST,SEWARD,SEWARD,"UNKNOWN, PETROLEUM PRODUCTS",4410,MAIN ST TEXACO TANK SITE
